PC1,PC2,Cluster
2.8534866206381824,0.4883021579966871,0
-1.8344916175457904,-0.1450500656608465,1
2.976223189916861,0.8254327037466782,0
-1.5696270068974087,-0.7145822856350736,1
2.3618332197725502,1.241089595119347,0
-1.207000346919279,-0.8330353629509686,1
-0.42742277873322754,1.7776222785747517,1
0.9616601777484237,-2.1337723382528426,0
-2.1528824940760583,0.5195627128821545,1
1.5606246025860087,-0.47044865818860626,0
3.556984466260397,-0.43675249537565725,0
-0.8963288992779458,-0.9308092332732584,1
-1.1141435536071178,-0.9806427741745501,1
-0.7789673502311952,-0.8185175081814235,1
-0.8819591768398282,0.6598271247921815,1
-1.38733905507846,0.4652908003942529,1
-0.40162207437405345,1.392877042656163,1
-1.6687778209131174,1.2579124961230113,1
-1.595007097552416,1.931391509757148,1
1.457517460400571,-1.3913313765719217,0
0.5065078283283234,-2.747014287663513,0
0.6617566140649718,-0.6524954882884143,0
-2.2382429960641232,-0.038799820325850845,1
0.086182893497637,0.3703246109648586,1
-1.5384117346134323,-0.058345920964811164,1
-1.6573033078629331,0.8574263109517953,1
-0.22056811544441676,-1.4044608632350866,1
-0.8502448780175731,1.1600357110390742,1
-0.32387800467538336,-1.81241132152232,1
0.37554665855015334,0.05728697278199214,0
-0.5561007535644118,1.557209795269475,1
0.8025838113474018,0.25198233951716326,0
3.2744973532104833,-0.7692106532086209,0
-2.014427987203259,-0.724894268700916,1
1.6740992425633974,1.0454385094609893,0
-1.0791441656156149,0.6222519923649799,1
-0.227011038624959,1.4871431649206666,1
-1.2191301899283329,-1.662486786214577,1
-2.093714696916157,-0.21529286999822608,1
-0.6768231204933306,1.016403953287313,1
-0.9481180052615579,-0.11158665893492145,1
0.7489852892139954,0.13477068898232913,0
-1.1703576631595412,-0.7735111710501028,1
1.1212085147845985,-0.9180139166266904,0
-0.5255511754753188,2.139128554588402,1
-2.290957181716872,1.409645362636737,1
1.3170212672673858,1.1888690913253217,0
-1.5259145948584607,-0.4983590438762477,1
-1.768319836579171,-1.1260808522899022,1
-3.0031982240276474,-0.965142019757981,1
-1.4957780531044382,-0.8379204213369207,1
-1.8674196171501343,0.4908543898219185,1
-0.8806788353779191,0.955180917087797,1
1.1623154849059874,0.8981928569533343,0
-1.5801438224823166,1.0751395009412357,1
-0.5613103643052813,1.036919915696411,1
0.4584406553920746,0.4509049341665247,0
1.2855080848166152,-0.2800696252103637,0
1.3816150539748588,0.5435711318119019,0
1.663149431249478,0.7252094087248078,0
-1.6321729527753763,0.8320815849705181,1
-0.10558581780772208,-0.8463088107360178,1
-2.0875784930748815,-1.2552635616786374,1
-0.7606545059827273,1.8319685135436625,1
-1.210201923586932,0.02266264702641313,1
-0.01951215006690122,-2.466860817878066,0
0.7441061478575692,-2.375980800713896,0
-0.48896437073585625,-2.801937186192237,1
0.5173615973804022,-0.5418056242166261,0
0.24297484424097449,0.4705809104805612,0
-1.2053750676941322,1.652570395006921,1
-0.025799301490892927,1.0806211821068257,1
1.623164606307605,0.615851403077568,0
0.7729831221950852,0.04261429914059441,0
-0.17158253471928447,-1.6857257828902252,1
0.16574494853159055,-0.4234932664487392,0
0.9405161735013476,0.5124789351246373,0
-0.7814834891791469,1.432862180283695,1
-0.5211196863066269,-0.9142331169212413,1
-1.529162198745724,1.373766932851987,1
